Snapshot_Date,SalesPerson_Name,SalesPersonID,AccountManager_ID,AccountManager_Name,country_id,country_name,Company,Vendor ID,Vendor,Balance Outstanding,Future_Aging,Aging_0_30,Aging_31_60,Aging_61_90,Aging_91_120,Aging_121_180,Aging_181_360,Above_361_Aging,%GT,LP Date,Vendor LP Amount
2025-02-01,Cristian Santos,5,1,Gabrielle Davis,4,Lebanon,"Larson, Dodson and Vance",70,Robert Contreras,530454.18,19921.13,101175.15,113454.92,106639.92,114466.27,77695.86,17022.06,0.0,0.04,2024-12-09 14:10:51.686449,194138.73
2025-03-01,Cristian Santos,5,1,Gabrielle Davis,4,Lebanon,"Larson, Dodson and Vance",70,Robert Contreras,615228.66,20093.23,124810.21,87071.69,126986.8,110375.63,99607.56,53851.5,12525.27,0.05,2024-12-09 14:10:51.686449,194138.73
2023-04-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,122068.89,6091.2,12206.89,18310.33,24413.78,30517.22,18310.33,12206.89,6103.44,0.04,,0.0
2023-05-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,167552.13,12130.51,48675.69,13348.66,22753.56,26073.85,26297.74,14833.45,15569.18,0.05,,0.0
2023-06-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,214775.57,4819.85,61834.94,37803.89,14512.58,28218.23,23780.93,21769.22,26855.77,0.06,,0.0
2023-07-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,259380.64,8458.86,59866.49,56520.83,33454.46,15878.46,29277.1,21035.06,43348.23,0.05,,0.0
2023-08-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,255481.06,12768.47,63751.19,56205.11,53661.4,24707.19,19685.72,28577.44,8893.03,0.08,2023-07-17 14:10:51.687141,48818.43
2023-09-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,301942.65,5424.06,69921.79,58740.95,57571.1,41661.01,21278.29,24733.66,28035.85,0.12,2023-07-17 14:10:51.687141,48818.43
2023-10-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,337416.04,10103.25,54294.67,67868.66,54322.43,60628.48,33548.9,23523.99,43228.92,0.14,2023-07-17 14:10:51.687141,48818.43
2023-11-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,383442.31,8615.12,65372.91,60037.24,61056.27,51112.38,54276.83,32350.99,59235.69,0.07,2023-07-17 14:10:51.687141,48818.43
2023-12-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,347431.23,10520.76,66028.41,58654.81,61545.71,59115.48,48811.17,53275.65,0.0,0.1,2023-11-20 14:10:51.687521,81232.67
2024-01-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,381129.92,9107.63,51277.79,67926.9,61400.98,54409.97,61374.6,47038.52,37701.15,0.02,2023-11-20 14:10:51.687521,81232.67
2024-02-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,423919.29,5578.36,54566.15,63622.53,57859.58,68411.79,50009.81,61862.07,67587.36,0.14,2023-11-20 14:10:51.687521,81232.67
2024-03-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,460042.27,4722.38,57117.1,49488.06,64932.9,55523.74,72398.41,51268.86,109313.2,0.07,2023-11-20 14:10:51.687521,81232.67
2024-04-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,384046.22,6504.16,58444.42,49806.77,63160.44,56047.2,61059.63,68945.0,26582.76,0.05,2024-03-19 14:10:51.687930,116179.72
2024-05-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,419515.36,7078.42,49065.41,64761.29,45120.19,68361.27,48710.15,62922.54,80574.5,0.1,2024-03-19 14:10:51.687930,116179.72
2024-06-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,460751.09,11300.38,52698.32,56762.06,56648.04,48296.6,67409.42,57062.71,121873.95,0.11,2024-03-19 14:10:51.687930,116179.72
2024-07-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,506884.85,11209.2,65961.48,50633.21,60193.73,51911.36,56372.08,58733.89,163079.1,0.07,2024-03-19 14:10:51.687930,116179.72
2024-08-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,379102.76,5572.42,59626.53,59149.56,56782.46,54698.92,49750.61,57965.67,41129.02,0.08,2024-07-28 14:10:51.688296,163438.5
2024-09-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,420847.84,5455.45,55101.73,60791.27,59391.41,62674.45,49256.84,50593.99,83038.16,0.12,2024-07-28 14:10:51.688296,163438.5
2024-10-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,463873.79,6016.43,58519.87,56471.71,60849.55,60935.04,57491.34,51013.82,118592.45,0.11,2024-07-28 14:10:51.688296,163438.5
2024-11-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,497453.36,3776.95,54420.37,55388.7,58114.41,56883.31,59977.83,56262.49,156406.24,0.06,2024-07-28 14:10:51.688296,163438.5
2024-12-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,371152.71,5435.99,54622.77,52445.96,60313.45,58717.22,55357.63,61829.19,27866.5,0.08,2024-11-22 14:10:51.688663,162819.5
2025-01-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,408307.2,4985.51,51249.52,51695.4,58731.2,64446.9,54646.81,52553.13,74984.26,0.12,2024-11-22 14:10:51.688663,162819.5
2025-02-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,454311.88,13190.12,65864.4,47403.97,52901.41,61719.02,57106.72,54851.17,114465.18,0.13,2024-11-22 14:10:51.688663,162819.5
2025-03-01,Angie Henderson,3,4,Jamie Arnold,1,United Kingdom,"Griffin, Moore and Hensley",71,Michelle Wagner,490508.25,10010.21,55220.52,57368.35,48704.49,59568.74,55867.01,59018.38,154760.77,0.04,2024-11-22 14:10:51.688663,162819.5
2023-04-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,25201.34,1031.51,7560.4,6300.33,5040.27,3780.2,1260.07,756.04,504.03,0.06,,0.0
2023-05-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,32727.49,910.3,9596.03,7327.28,5661.82,4728.74,3296.07,1099.76,1017.78,0.07,,0.0
2023-06-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,40932.39,2297.49,10552.15,10178.5,6578.07,5226.18,3968.86,2716.51,1712.14,0.11,,0.0
2023-07-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,29658.65,1497.06,10091.33,10706.48,8860.85,0.0,0.0,0.0,0.0,0.11,2023-06-14 14:10:51.689302,18936.27
2023-08-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,39499.59,1815.64,11978.33,12194.16,8322.3,7004.8,0.0,0.0,0.0,0.1,2023-06-14 14:10:51.689302,18936.27
2023-09-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,47937.79,1293.41,11835.25,13443.64,9164.61,8537.37,4956.91,0.0,0.0,0.12,2023-06-14 14:10:51.689302,18936.27
2023-10-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,43154.32,1928.35,13013.27,12429.28,11989.41,5722.36,0.0,0.0,0.0,0.04,2023-09-03 14:10:51.689601,14115.02
2023-11-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,52740.81,2303.62,13881.01,12453.8,11728.93,11224.62,3452.45,0.0,0.0,0.06,2023-09-03 14:10:51.689601,14115.02
2023-12-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,62338.51,1225.37,12868.14,14262.36,11702.06,11945.65,9244.46,2315.84,0.0,0.07,2023-09-03 14:10:51.689601,14115.02
2024-01-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,48139.26,1551.89,11908.67,12164.46,15151.24,8914.89,0.0,0.0,0.0,0.05,2023-12-07 14:10:51.689901,22416.06
2024-02-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,55745.37,1658.53,10317.34,14008.54,12601.39,12621.93,6196.17,0.0,0.0,0.15,2023-12-07 14:10:51.689901,22416.06
2024-03-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,63089.54,1185.34,10567.57,10963.84,13958.3,12410.7,10785.83,4403.3,0.0,0.11,2023-12-07 14:10:51.689901,22416.06
2024-04-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,44666.26,1288.07,10948.93,10779.8,12281.27,10656.26,0.0,0.0,0.0,0.07,2024-03-04 14:10:51.690182,26450.92
2024-05-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,52649.83,1649.75,10526.14,11599.36,10952.08,12738.91,6833.34,0.0,0.0,0.15,2024-03-04 14:10:51.690182,26450.92
2024-06-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,60812.96,1656.74,11143.54,12120.62,10770.04,12276.9,9575.11,4926.74,0.0,0.07,2024-03-04 14:10:51.690182,26450.92
2024-07-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,51634.67,1576.81,11349.26,9646.23,13664.48,10462.02,6512.67,0.0,0.0,0.02,2024-06-13 14:10:51.690483,16333.72
2024-08-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,61744.8,2784.85,14243.21,10043.22,11594.49,11985.77,8967.33,4910.78,0.0,0.09,2024-06-13 14:10:51.690483,16333.72
2024-09-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,69541.19,1707.42,11597.26,14376.97,9627.59,11271.47,11406.71,8081.99,3179.2,0.08,2024-06-13 14:10:51.690483,16333.72
2024-10-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,50368.68,1104.02,14480.21,11955.39,11581.61,11647.05,704.42,0.0,0.0,0.04,2024-09-30 14:10:51.690756,29259.64
2024-11-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,59908.45,2184.7,13246.11,13739.35,12688.39,11162.54,8526.92,545.14,0.0,0.01,2024-09-30 14:10:51.690756,29259.64
2024-12-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,70475.6,2200.85,14918.66,13585.8,12707.58,11781.07,11494.47,5613.14,374.87,0.13,2024-09-30 14:10:51.690756,29259.64
2025-01-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,59716.83,2934.57,14914.77,14718.91,13380.75,11857.66,4844.73,0.0,0.0,0.12,2024-12-18 14:10:51.691048,21405.25
2025-02-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,66948.15,1150.69,11314.92,16118.08,13787.82,12136.56,10637.82,2952.97,0.0,0.14,2024-12-18 14:10:51.691048,21405.25
2025-03-01,Noah Rhodes,2,3,Monica Herrera,4,Lebanon,Cannon-Boyd,72,Paul Larsen,74965.66,2248.73,11182.4,11573.05,17125.37,13546.41,11473.14,8044.32,2020.97,0.07,2024-12-18 14:10:51.691048,21405.25
2023-04-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,83593.67,4614.83,8359.37,12539.05,16718.73,20898.42,12539.05,8359.37,4179.68,0.03,,0.0
2023-05-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,133720.78,9278.23,53275.53,7944.05,14449.46,18611.45,18179.85,11537.77,9722.66,0.03,,0.0
2023-06-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,186749.68,9964.95,72412.67,36101.82,10554.96,16271.1,16931.22,16309.83,18168.09,0.01,,0.0
2023-07-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,231838.76,8450.36,13419.35,12407.7,59186.97,51981.9,25570.44,25241.62,44030.79,0.03,,0.0
2023-08-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,231769.06,6847.43,55323.41,13673.31,26105.33,61243.8,41566.56,24459.28,9397.36,0.13,2023-07-28 14:10:51.691686,51459.58
2023-09-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,284085.78,5943.07,73822.52,37260.49,18613.44,34155.1,53569.05,38040.28,28624.89,0.11,2023-07-28 14:10:51.691686,51459.58
2023-10-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,328694.86,9243.64,60508.45,68057.32,32214.1,24022.8,43402.96,43163.71,57325.53,0.09,2023-07-28 14:10:51.691686,51459.58
2023-11-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,369227.53,6527.98,60542.75,63352.22,53739.52,30624.75,32953.17,39745.91,88269.21,0.11,2023-07-28 14:10:51.691686,51459.58
2023-12-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,367654.81,11991.31,62766.75,60306.79,54146.29,52992.57,31136.26,37429.23,68876.91,0.08,2023-11-20 14:10:51.692070,43907.84
2024-01-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,415230.8,8241.32,68122.4,59114.85,62273.32,51669.42,47386.26,33605.95,93058.59,0.04,2023-11-20 14:10:51.692070,43907.84
2024-02-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,465254.3,13447.36,73218.33,58242.08,61595.36,58329.47,55969.43,39076.93,118822.71,0.03,2023-11-20 14:10:51.692070,43907.84
2024-03-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,511817.13,4997.56,65565.5,66097.24,65338.48,62916.52,50932.33,53985.24,146981.82,0.04,2023-11-20 14:10:51.692070,43907.84
2024-04-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,384878.63,12850.86,68965.18,61334.0,67292.85,58879.04,68419.45,50682.14,9305.96,0.15,2024-03-15 14:10:51.692449,172237.63
2024-05-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,428672.54,11337.4,70863.65,60609.26,62337.7,69065.22,52255.22,73133.75,40407.74,0.08,2024-03-15 14:10:51.692449,172237.63
2024-06-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,473334.24,8442.58,72870.5,56871.24,65907.13,66085.03,66051.54,58605.49,86943.32,0.05,2024-03-15 14:10:51.692449,172237.63
2024-07-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,515316.42,5050.68,61498.44,65563.55,61416.32,69207.8,61806.01,67718.15,128106.15,0.09,2024-03-15 14:10:51.692449,172237.63
2024-08-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,448198.84,8308.3,56740.22,65172.29,57062.08,68338.23,64032.09,67263.4,69590.53,0.07,2024-07-26 14:10:51.692809,105142.18
2024-09-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,501105.08,9269.92,64402.52,68386.83,55568.72,68991.72,60739.34,69610.69,113405.27,0.12,2024-07-26 14:10:51.692809,105142.18
2024-10-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,541919.45,4475.09,54905.19,76946.21,57450.02,59384.12,73422.14,64125.92,155685.84,0.09,2024-07-26 14:10:51.692809,105142.18
2024-11-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,584146.47,5026.7,61686.79,65962.87,58999.73,58743.33,64848.09,75378.81,198526.84,0.02,2024-07-26 14:10:51.692809,105142.18
2024-12-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,487872.36,11713.41,67903.69,63188.61,59293.88,61993.28,56218.37,70849.62,108424.91,0.14,2024-11-11 14:10:51.693181,143087.2
2025-01-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,536048.47,13391.35,65502.46,68487.03,63801.85,58612.12,56780.53,60255.4,162609.08,0.06,2024-11-11 14:10:51.693181,143087.2
2025-02-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,584946.09,6292.72,70532.69,64140.92,61669.97,65093.39,57007.81,67120.26,199381.05,0.07,2024-11-11 14:10:51.693181,143087.2
2025-03-01,Cristian Santos,5,4,Jamie Arnold,4,Lebanon,Young-Rogers,73,Denise Jones,631567.13,7452.28,64520.42,70474.71,59901.52,63095.06,63308.17,59606.3,250660.95,0.09,2024-11-11 14:10:51.693181,143087.2
2023-04-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,24280.22,2434.64,7284.07,6070.05,4856.04,3642.03,1214.01,728.41,485.6,0.07,,0.0
2023-05-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,34043.71,1495.52,11583.61,7249.61,5337.27,5068.63,2782.35,1085.18,937.05,0.14,,0.0
2023-06-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,44176.56,1073.44,14395.91,8777.85,6878.93,6171.85,4158.96,2157.65,1635.4,0.08,,0.0
2023-07-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,34020.67,1323.61,9674.07,13366.16,8194.33,2786.11,0.0,0.0,0.0,0.13,2023-06-20 14:10:51.693810,16304.0
2023-08-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,40769.37,1799.74,9080.29,10933.45,11632.89,6980.93,2141.8,0.0,0.0,0.07,2023-06-20 14:10:51.693810,16304.0
2023-09-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,50864.8,1190.11,13459.12,8206.27,10945.76,11106.24,5767.65,1379.75,0.0,0.13,2023-06-20 14:10:51.693810,16304.0
2023-10-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,50737.59,1380.79,11080.16,12140.76,9523.21,10363.48,7629.98,0.0,0.0,0.11,2023-09-09 14:10:51.694137,7844.9
2023-11-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,57816.19,1519.78,10234.95,10868.51,12853.31,9496.04,8476.63,5886.75,0.0,0.08,2023-09-09 14:10:51.694137,7844.9
2023-12-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,68307.8,2171.79,13870.05,10674.96,11094.77,11516.94,9008.44,8224.32,3918.33,0.02,2023-09-09 14:10:51.694137,7844.9
2024-01-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,50504.72,1557.22,11428.52,12471.65,10661.64,10672.5,5270.41,0.0,0.0,0.08,2023-12-06 14:10:51.694447,23852.79
2024-02-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,58442.73,1696.12,11590.44,10482.41,13861.82,9360.9,9447.69,3699.46,0.0,0.04,2023-12-06 14:10:51.694447,23852.79
2024-03-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,67596.9,1703.04,12157.68,11466.17,11638.2,11744.97,9376.53,8371.01,2842.34,0.06,2023-12-06 14:10:51.694447,23852.79
2024-04-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,67266.84,2544.0,14125.73,10987.87,11023.53,11757.34,12275.77,7096.6,0.0,0.03,2024-03-20 14:10:51.694732,10191.63
2024-05-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,75207.24,1542.88,12895.43,11463.83,11751.69,11117.49,11458.54,10969.29,5550.98,0.04,2024-03-20 14:10:51.694732,10191.63
2024-06-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,82865.42,1037.05,11283.08,11570.7,12336.24,12114.78,11378.91,11502.07,12679.64,0.02,2024-03-20 14:10:51.694732,10191.63
2024-07-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,74943.59,1174.82,10008.94,12762.17,9850.05,12941.06,11745.79,10807.54,6828.03,0.13,2024-06-24 14:10:51.695054,14958.72
2024-08-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,83734.75,1864.11,12194.98,9595.98,13626.92,10204.68,13136.81,11254.49,13720.89,0.01,2024-06-24 14:10:51.695054,14958.72
2024-09-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,93230.69,1449.64,13729.89,10865.52,11573.92,12552.21,9399.46,12672.5,22437.18,0.05,2024-06-24 14:10:51.695054,14958.72
2024-10-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,71927.28,1508.06,10994.71,14157.66,10914.76,12168.25,11781.24,9705.69,2204.97,0.05,2024-09-17 14:10:51.695342,28879.32
2024-11-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,81123.36,1849.62,11576.56,11841.42,13928.33,11099.98,13689.2,10622.31,8365.56,0.12,2024-09-17 14:10:51.695342,28879.32
2024-12-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,91938.09,2879.22,14393.4,12095.91,12423.59,11554.9,13962.57,11266.96,16240.75,0.12,2024-09-17 14:10:51.695342,28879.32
2025-01-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,66813.49,1917.44,11782.68,13790.59,11117.02,14234.04,9864.43,6024.72,0.0,0.12,2024-12-28 14:10:51.695626,32563.23
2025-02-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,76286.41,1901.93,12251.84,12380.63,13158.14,13966.25,11984.3,8679.47,3865.78,0.08,2024-12-28 14:10:51.695626,32563.23
2025-03-01,Gina Moore,8,1,Gabrielle Davis,4,Lebanon,Benson-Mccarthy,74,Angela Hernandez,84545.31,1494.37,11815.91,12549.69,11822.11,12761.75,15326.85,10789.27,9479.72,0.12,2024-12-28 14:10:51.695626,32563.23
2023-04-01,Angie Henderson,3,1,Gabrielle Davis,4,Lebanon,Brown-Wall,75,Jason Daniels,6570.66,356.04,657.07,985.6,1314.13,1642.66,985.6,657.07,328.53,0.01,,0.0
2023-05-01,Angie Henderson,3,1,Gabrielle Davis,4,Lebanon,Brown-Wall,75,Jason Daniels,11635.37,907.49,5203.74,843.46,1051.09,1371.03,1506.47,933.76,725.82,0.06,,0.0
2023-06-01,Angie Henderson,3,1,Gabrielle Davis,4,Lebanon,Brown-Wall,75,Jason Daniels,16214.04,1116.95,5650.75,4313.2,1068.1,960.97,1397.74,1493.76,1329.52,0.07,,0.0
2023-07-01,Angie Henderson,3,1,Gabrielle Davis,4,Lebanon,Brown-Wall,75,Jason Daniels,19924.07,444.98,5666.85,5178.1,3252.06,893.52,1133.3,1397.72,2402.51,0.04,,0.0
2023-08-01,Angie Henderson,3,1,Gabrielle Davis,4,Lebanon,Brown-Wall,75,Jason Daniels,13771.26,1146.54,5580.87,5173.12,3017.26,0.0,0.0,0.0,0.0,0.01,2023-07-27 14:10:51.696267,9739.17
2023-09-01,Angie Henderson,3,1,Gabrielle Davis,4,Lebanon,Brown-Wall,75,Jason Daniels,18014.85,1416.26,5853.09,5884.37,4231.82,2045.57,0.0,0.0,0.0,0.13,2023-07-27 14:10:51.696267,9739.17
2023-10-01,Angie Henderson,3,1,Gabrielle Davis,4,Lebanon,Brown-Wall,75,Jason Daniels,22239.94,1089.69,6349.15,6066.32,4535.32,3777.94,1511.22,0.0,0.0,0.01,2023-07-27 14:10:51.696267,9739.17
2023-11-01,Angie Henderson,3,1,Gabrielle Davis,4,Lebanon,Brown-Wall,75,Jason Daniels,26248.18,924.14,5880.18,6783.37,5228.26,4540.42,2905.6,910.36,0.0,0.02,2023-07-27 14:10:51.696267,9739.17
2023-12-01,Angie Henderson,3,1,Gabrielle Davis,4,Lebanon,Brown-Wall,75,Jason Daniels,26350.43,1103.75,6421.6,5824.06,5787.51,5426.73,2890.52,0.0,0.0,0.01,2023-11-19 14:10:51.696648,4004.68
2024-01-01,Angie Henderson,3,1,Gabrielle Davis,4,Lebanon,Brown-Wall,75,Jason Daniels,30635.74,450.81,6077.05,6924.52,5733.55,5489.9,4483.59,1927.13,0.0,0.07,2023-11-19 14:10:51.696648,4004.68
2024-02-01,Angie Henderson,3,1,Gabrielle Davis,4,Lebanon,Brown-Wall,75,Jason Daniels,35182.7,800.88,6869.03,5482.46,7450.77,5180.07,5439.38,3562.63,1198.35,0.02,2023-11-19 14:10:51.696648,4004.68
2024-03-01,Angie Henderson,3,1,Gabrielle Davis,4,Lebanon,Brown-Wall,75,Jason Daniels,39545.33,1240.78,5894.97,6811.37,6249.54,7088.71,5448.97,4128.97,3922.79,0.12,2023-11-19 14:10:51.696648,4004.68
2024-04-01,Angie Henderson,3,1,Gabrielle Davis,4,Lebanon,Brown-Wall,75,Jason Daniels,39548.15,865.29,5950.16,7287.95,6528.83,5649.0,6526.97,5580.59,2024.64,0.15,2024-03-23 14:10:51.697037,4766.92
